Price,close,high,low,open,volume,log_returns,volatility_10,vol_adj_returns,EMA_50,EMA_200,RSI_14,MACD,MACD_Signal,ATR_14,SAR,SLOPE_14,ADX_14,OBV
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,,,,,,,,,,,,,
Datetime,,,,,,,,,,,,,,,,,,
2024-01-01 01:00:00+00:00,42622.8984375,42718.7109375,42433.78515625,42471.40234375,200035328,0.0034229004164945676,0.0,0.0,42622.8984375,42622.8984375,0.0,0.0,0.0,0.0,42433.78515625,0.0,0.0,0.0
2024-01-01 02:00:00+00:00,42576.6015625,42611.3359375,42506.359375,42611.3359375,0,-0.0010867875881149548,0.0,0.0,42621.08287377451,42622.437772077115,0.0,-3.693198005697923,-0.7386396011395846,0.0,42439.483671875,0.0,0.0,0.0
2024-01-01 03:00:00+00:00,42320.73046875,42581.0078125,42270.7578125,42575.96875,118417408,-0.006027795276230994,0.0,0.0,42609.30434808727,42619.43570935744,0.0,-26.956010782181693,-5.982113837348007,0.0,42718.7109375,0.0,0.0,-118417408.0
2024-01-01 04:00:00+00:00,42387.1640625,42387.1640625,42227.984375,42325.04296875,34720768,0.0015685340247957706,0.0,0.0,42600.59296433875,42617.1245486922,0.0,-39.57512430184579,-12.700715930247565,0.0,42709.751875,0.0,0.0,-83696640.0
2024-01-01 05:00:00+00:00,42225.484375,42396.53515625,42217.109375,42381.8515625,39962624,-0.003821648116757719,0.0,0.0,42585.88282358037,42613.227631541034,0.0,-61.90842051467189,-22.542256847132432,0.0,42690.481175,0.0,0.0,-123659264.0
2024-01-01 06:00:00+00:00,42408.80078125,42420.7109375,42214.9765625,42234.2890625,78267392,0.004331972381820176,0.0,0.0,42578.93842976349,42611.19353352819,0.0,-64.076977214012,-30.84920092050835,0.0,42662.078867000004,0.0,0.0,-45391872.0
2024-01-01 07:00:00+00:00,42466.46875,42506.7265625,42402.05859375,42402.05859375,0,0.00135888764636662,0.0,0.0,42574.52785408649,42609.753485930894,0.0,-60.44547310707276,-36.76845535782123,0.0,42626.31068264,0.0,0.0,-45391872.0
2024-01-01 08:00:00+00:00,42546.4140625,42549.5625,42464.80859375,42475.9140625,0,0.0018807816749953441,0.0,0.0,42573.42535245565,42609.123242911686,0.0,-50.53403643517231,-39.52157157329145,0.0,42593.40395302881,0.0,0.0,-45391872.0
