,timestamp,binance-linear/candle_close,binance-linear/candle_high,binance-linear/candle_low,binance-linear/candle_open,binance-linear/candle_volume
34,2020-01-03 02:00:00,6952.58,6960.0,6863.44,6884.72,8368.489
35,2020-01-03 03:00:00,6947.35,6958.5,6935.74,6952.59,2555.491
36,2020-01-03 04:00:00,7204.37,7300.0,6945.84,6947.44,31534.103
37,2020-01-03 05:00:00,7215.59,7244.38,7163.16,7204.86,10344.656
38,2020-01-03 06:00:00,7197.0,7220.0,7185.0,7214.42,5048.502
39,2020-01-03 07:00:00,7198.02,7227.73,7182.42,7197.1,5623.634
40,2020-01-03 08:00:00,7258.0,7300.0,7198.0,7198.02,11949.146
41,2020-01-03 09:00:00,7345.15,7360.76,7254.74,7257.99,15213.265
42,2020-01-03 10:00:00,7310.0,7368.33,7280.44,7345.15,11265.916
43,2020-01-03 11:00:00,7338.11,7344.15,7305.0,7310.0,5591.666
44,2020-01-03 12:00:00,7321.57,7348.52,7306.01,7338.4,5590.826
45,2020-01-03 13:00:00,7346.07,7379.0,7310.85,7321.31,5235.166
46,2020-01-03 14:00:00,7252.7,7359.95,7229.0,7345.74,13087.716
47,2020-01-03 15:00:00,7316.01,7321.56,7250.0,7252.72,5720.751
48,2020-01-03 16:00:00,7383.0,7407.28,7289.06,7315.36,17233.809
49,2020-01-03 17:00:00,7352.9,7400.35,7333.24,7383.0,7599.389
50,2020-01-03 18:00:00,7340.42,7368.22,7327.3,7352.88,4993.164
51,2020-01-03 19:00:00,7338.9,7347.0,7276.35,7340.33,7234.022
52,2020-01-03 20:00:00,7315.05,7359.0,7295.24,7338.91,5327.82
53,2020-01-03 21:00:00,7277.27,7330.0,7257.67,7315.05,5531.272
54,2020-01-03 22:00:00,7296.78,7316.0,7255.84,7277.28,6211.788
55,2020-01-03 23:00:00,7341.72,7342.0,7288.3,7296.64,4735.786
56,2020-01-04 00:00:00,7302.87,7347.02,7283.21,7341.6,4169.558
57,2020-01-04 01:00:00,7305.22,7308.63,7279.0,7303.02,2146.426
58,2020-01-04 02:00:00,7324.13,7325.0,7292.89,7304.97,2018.056
59,2020-01-04 03:00:00,7329.29,7336.5,7314.27,7324.13,2709.515
60,2020-01-04 04:00:00,7330.28,7334.29,7310.0,7329.4,2216.484
61,2020-01-04 05:00:00,7341.0,7368.47,7321.0,7330.81,3894.95
62,2020-01-04 06:00:00,7351.5,7362.15,7335.22,7341.0,3585.856
63,2020-01-04 07:00:00,7344.13,7358.02,7322.45,7350.92,3706.647
64,2020-01-04 08:00:00,7343.0,7359.0,7328.27,7344.11,2428.225
65,2020-01-04 09:00:00,7360.73,7366.0,7336.0,7343.0,2241.483
66,2020-01-04 10:00:00,7314.65,7364.0,7306.0,7360.24,4152.602
67,2020-01-04 11:00:00,7333.07,7336.09,7295.2,7313.81,5391.775
68,2020-01-04 12:00:00,7309.86,7333.54,7300.62,7333.07,2657.678
69,2020-01-04 13:00:00,7299.98,7322.76,7286.16,7309.82,4367.667
70,2020-01-04 14:00:00,7312.96,7320.0,7294.0,7299.98,3081.921
71,2020-01-04 15:00:00,7315.45,7327.51,7301.0,7312.64,2678.253
72,2020-01-04 16:00:00,7304.16,7320.78,7294.14,7315.94,2769.106
73,2020-01-04 17:00:00,7349.04,7349.25,7302.0,7304.15,3923.154
74,2020-01-04 18:00:00,7304.38,7400.0,7269.21,7349.04,15578.14
75,2020-01-04 19:00:00,7331.35,7350.0,7281.0,7303.97,8165.023
76,2020-01-04 20:00:00,7338.47,7349.0,7307.0,7331.87,3861.92
77,2020-01-04 21:00:00,7347.26,7362.87,7330.0,7338.36,3428.551
78,2020-01-04 22:00:00,7347.39,7355.58,7340.0,7347.33,1406.315
79,2020-01-04 23:00:00,7350.71,7358.45,7324.65,7347.39,2006.728
80,2020-01-05 00:00:00,7371.57,7390.73,7350.54,7350.54,6223.858
81,2020-01-05 01:00:00,7458.32,7488.0,7371.56,7371.56,18196.706
82,2020-01-05 02:00:00,7443.33,7481.0,7431.11,7458.38,6222.825
83,2020-01-05 03:00:00,7475.15,7476.98,7438.88,7443.33,3669.822
84,2020-01-05 04:00:00,7456.42,7495.0,7443.46,7475.19,4960.121
85,2020-01-05 05:00:00,7457.48,7465.05,7445.0,7456.4,2471.459
86,2020-01-05 06:00:00,7456.88,7482.14,7440.0,7458.51,3792.257
87,2020-01-05 07:00:00,7462.98,7470.0,7443.06,7456.88,2817.202
88,2020-01-05 08:00:00,7429.69,7470.0,7417.0,7463.42,4476.586
89,2020-01-05 09:00:00,7428.0,7437.4,7385.76,7429.86,7125.213
90,2020-01-05 10:00:00,7415.59,7430.77,7401.38,7427.72,2855.664
91,2020-01-05 11:00:00,7422.48,7438.5,7410.38,7415.62,2549.558
92,2020-01-05 12:00:00,7455.0,7459.69,7421.65,7422.48,4378.745
93,2020-01-05 13:00:00,7428.48,7455.0,7414.13,7455.0,4827.743
94,2020-01-05 14:00:00,7429.85,7441.6,7424.0,7428.78,2011.618
95,2020-01-05 15:00:00,7463.59,7474.21,7427.6,7428.54,4686.482
96,2020-01-05 16:00:00,7457.57,7478.0,7446.5,7463.76,5365.093
97,2020-01-05 17:00:00,7460.41,7467.0,7445.0,7457.57,2306.351
98,2020-01-05 18:00:00,7436.25,7465.55,7420.0,7460.4,3974.287
99,2020-01-05 19:00:00,7441.83,7446.86,7423.29,7436.25,2671.857
100,2020-01-05 20:00:00,7428.73,7441.9,7422.86,7441.9,1708.365
101,2020-01-05 21:00:00,7366.12,7428.76,7361.0,7428.73,7651.424
102,2020-01-05 22:00:00,7353.16,7383.47,7312.0,7366.05,7070.029
103,2020-01-05 23:00:00,7354.36,7360.71,7303.0,7353.01,5752.707
104,2020-01-06 00:00:00,7373.99,7379.79,7345.0,7354.36,4586.732
105,2020-01-06 01:00:00,7420.0,7422.76,7365.0,7374.0,5568.512
106,2020-01-06 02:00:00,7548.63,7569.0,7417.26,7419.95,19309.469
107,2020-01-06 03:00:00,7538.65,7580.08,7485.0,7548.6,12640.192
108,2020-01-06 04:00:00,7526.74,7550.45,7513.3,7538.66,4827.362
109,2020-01-06 05:00:00,7529.72,7539.0,7491.59,7526.75,5044.829
110,2020-01-06 06:00:00,7517.4,7533.16,7509.31,7530.0,2962.553
111,2020-01-06 07:00:00,7505.35,7524.08,7505.0,7517.4,2170.668
112,2020-01-06 08:00:00,7545.0,7550.0,7505.35,7505.36,3999.526
113,2020-01-06 09:00:00,7546.92,7549.0,7514.0,7544.99,4670.812
114,2020-01-06 10:00:00,7555.97,7573.0,7534.06,7546.91,5305.191
115,2020-01-06 11:00:00,7540.0,7576.0,7522.64,7556.18,6909.304
116,2020-01-06 12:00:00,7553.44,7561.0,7533.15,7539.99,3112.548
117,2020-01-06 13:00:00,7524.5,7611.81,7481.74,7553.67,12090.946
118,2020-01-06 14:00:00,7545.15,7555.0,7505.0,7524.83,8067.175
119,2020-01-06 15:00:00,7515.92,7549.36,7510.49,7545.15,4250.518
120,2020-01-06 16:00:00,7526.0,7545.33,7507.0,7516.03,4555.788
121,2020-01-06 17:00:00,7555.41,7558.75,7524.1,7526.0,3857.265
122,2020-01-06 18:00:00,7530.12,7556.09,7523.01,7555.56,2622.301
123,2020-01-06 19:00:00,7537.89,7548.77,7521.04,7529.73,2548.86
124,2020-01-06 20:00:00,7547.79,7555.5,7533.0,7536.72,2404.108
125,2020-01-06 21:00:00,7575.15,7608.0,7545.97,7548.49,7145.073
126,2020-01-06 22:00:00,7710.0,7764.31,7572.24,7574.27,21685.455
127,2020-01-06 23:00:00,7757.39,7808.65,7702.11,7710.0,17815.13
128,2020-01-07 00:00:00,7890.22,8014.91,7757.0,7757.74,40329.984
129,2020-01-07 01:00:00,7908.06,7925.3,7872.34,7890.8,9986.313
130,2020-01-07 02:00:00,7899.61,7945.82,7894.95,7908.06,7521.971
131,2020-01-07 03:00:00,7898.59,7919.79,7891.0,7899.43,3836.17
132,2020-01-07 04:00:00,7845.89,7908.95,7826.18,7899.0,7928.154
133,2020-01-07 05:00:00,7873.0,7882.59,7835.66,7844.28,5215.907
134,2020-01-07 06:00:00,7877.2,7880.04,7855.75,7872.95,3441.377
135,2020-01-07 07:00:00,7886.66,7898.0,7862.28,7877.0,4769.248
136,2020-01-07 08:00:00,7888.0,7909.98,7872.1,7886.95,5300.292
137,2020-01-07 09:00:00,7860.0,7888.05,7860.0,7888.0,2960.147
138,2020-01-07 10:00:00,7892.12,7894.0,7860.0,7860.0,2493.94
139,2020-01-07 11:00:00,7899.86,7969.0,7883.64,7892.36,12580.304
140,2020-01-07 12:00:00,7873.09,7918.19,7850.0,7898.9,12034.93
141,2020-01-07 13:00:00,7853.22,7881.98,7810.0,7872.85,8832.703
142,2020-01-07 14:00:00,7842.98,7888.0,7841.0,7853.95,6156.651
143,2020-01-07 15:00:00,7769.11,7853.12,7746.0,7842.85,13794.025
144,2020-01-07 16:00:00,7916.28,7949.0,7733.0,7769.73,22142.845
145,2020-01-07 17:00:00,7941.6,7957.8,7883.34,7917.69,12040.759
146,2020-01-07 18:00:00,8043.07,8133.0,7923.36,7941.6,27119.226
147,2020-01-07 19:00:00,8077.71,8119.55,8044.62,8044.63,11161.238
148,2020-01-07 20:00:00,8165.99,8181.67,8055.0,8077.71,13468.278
149,2020-01-07 21:00:00,8021.77,8193.0,8007.0,8166.0,19338.925
150,2020-01-07 22:00:00,8055.15,8073.0,7952.0,8023.29,12611.368
151,2020-01-07 23:00:00,8152.49,8215.33,8026.0,8055.16,15744.407
152,2020-01-08 00:00:00,8437.83,8468.42,8144.02,8150.9,39579.939
153,2020-01-08 01:00:00,8376.67,8456.18,8341.79,8435.34,20004.642
154,2020-01-08 02:00:00,8282.0,8429.59,8260.0,8376.3,14793.888
155,2020-01-08 03:00:00,8302.62,8343.0,8246.06,8282.0,14584.564
156,2020-01-08 04:00:00,8347.58,8359.59,8289.13,8302.97,6217.554
157,2020-01-08 05:00:00,8339.26,8381.87,8310.0,8346.9,7107.616
158,2020-01-08 06:00:00,8342.0,8368.88,8320.0,8337.94,4659.483
159,2020-01-08 07:00:00,8301.47,8350.0,8280.0,8342.54,6670.797
160,2020-01-08 08:00:00,8316.94,8333.0,8267.0,8301.5,6050.018
161,2020-01-08 09:00:00,8299.8,8323.4,8276.12,8316.49,5029.864
162,2020-01-08 10:00:00,8330.01,8372.28,8287.67,8299.8,8172.11
163,2020-01-08 11:00:00,8335.28,8379.51,8328.39,8330.01,4804.528
164,2020-01-08 12:00:00,8289.0,8350.25,8278.03,8335.28,6741.599
165,2020-01-08 13:00:00,8389.33,8427.97,8222.0,8289.0,22946.924
166,2020-01-08 14:00:00,8314.97,8390.73,8201.1,8389.34,21617.354
167,2020-01-08 15:00:00,8306.39,8366.02,8239.87,8315.01,12736.049
168,2020-01-08 16:00:00,8119.06,8340.86,8052.96,8308.23,39180.495
169,2020-01-08 17:00:00,8081.71,8129.47,8012.0,8119.12,18274.399
170,2020-01-08 18:00:00,8056.69,8098.77,8040.05,8081.02,6937.503
171,2020-01-08 19:00:00,7965.05,8074.5,7964.41,8056.68,10381.255
172,2020-01-08 20:00:00,8049.77,8065.0,7870.11,7966.97,22512.834
173,2020-01-08 21:00:00,8018.88,8049.77,7966.82,8049.77,8342.569
174,2020-01-08 22:00:00,8077.79,8086.8,7991.16,8019.97,5220.986
175,2020-01-08 23:00:00,8059.84,8129.0,8026.5,8078.62,8658.144
176,2020-01-09 00:00:00,7961.02,8060.0,7932.0,8059.77,11739.684
177,2020-01-09 01:00:00,8008.84,8039.63,7954.0,7961.67,5432.011
178,2020-01-09 02:00:00,7986.45,8029.69,7984.98,8008.84,3855.612
179,2020-01-09 03:00:00,7957.38,7996.7,7937.03,7986.45,5631.66
180,2020-01-09 04:00:00,7971.0,7980.73,7930.0,7958.0,5242.745
181,2020-01-09 05:00:00,7944.07,7970.0,7932.25,7970.0,3702.902
182,2020-01-09 06:00:00,7912.92,7955.01,7898.0,7944.2,6805.239
183,2020-01-09 07:00:00,7953.76,7979.0,7908.01,7912.0,6299.115
184,2020-01-09 08:00:00,7937.0,7960.0,7915.53,7953.99,4307.116
185,2020-01-09 09:00:00,7876.21,7937.34,7862.0,7937.34,10372.609
186,2020-01-09 10:00:00,7897.31,7939.94,7853.63,7875.26,9254.474
187,2020-01-09 11:00:00,7881.53,7903.81,7851.91,7897.26,6481.576
188,2020-01-09 12:00:00,7904.78,7923.7,7874.23,7881.52,6697.912
189,2020-01-09 13:00:00,7900.57,7948.11,7894.15,7905.0,8120.818
190,2020-01-09 14:00:00,7887.75,7922.68,7876.63,7900.51,4352.536
191,2020-01-09 15:00:00,7909.39,7935.98,7887.89,7887.91,4448.491
192,2020-01-09 16:00:00,7819.89,7921.18,7810.0,7909.81,13354.947
193,2020-01-09 17:00:00,7801.73,7847.0,7776.0,7819.87,11138.256
194,2020-01-09 18:00:00,7812.67,7833.99,7791.41,7801.93,4118.609
195,2020-01-09 19:00:00,7921.34,7963.0,7812.67,7813.14,10910.678
196,2020-01-09 20:00:00,7820.59,8006.83,7808.0,7921.6,19020.652
197,2020-01-09 21:00:00,7792.41,7850.0,7750.01,7820.27,14307.096
198,2020-01-09 22:00:00,7812.92,7874.27,7792.03,7792.03,6278.572
199,2020-01-09 23:00:00,7818.59,7835.0,7792.14,7813.0,5389.833
200,2020-01-10 00:00:00,7821.0,7855.0,7814.79,7817.91,4205.993
201,2020-01-10 01:00:00,7805.8,7842.1,7786.35,7821.0,4048.748
202,2020-01-10 02:00:00,7804.0,7825.0,7794.0,7804.98,3371.935
203,2020-01-10 03:00:00,7818.53,7824.0,7767.22,7803.97,4411.645
204,2020-01-10 04:00:00,7796.25,7818.3,7768.0,7818.3,4058.537
205,2020-01-10 05:00:00,7748.25,7796.25,7736.3,7796.25,4732.212
206,2020-01-10 06:00:00,7744.93,7785.0,7718.05,7748.24,9093.149
207,2020-01-10 07:00:00,7752.37,7755.8,7721.65,7745.39,4155.795
208,2020-01-10 08:00:00,7705.85,7752.35,7680.54,7752.31,8298.613
209,2020-01-10 09:00:00,7713.94,7752.58,7691.38,7705.85,7072.064
210,2020-01-10 10:00:00,7770.98,7785.0,7670.0,7713.95,11996.575
211,2020-01-10 11:00:00,7841.02,7854.32,7764.93,7770.99,17009.354
212,2020-01-10 12:00:00,7891.07,7896.52,7808.32,7841.0,11211.415
213,2020-01-10 13:00:00,7868.57,7942.9,7866.0,7890.93,13018.085
214,2020-01-10 14:00:00,7974.99,7983.13,7851.0,7868.0,15042.514
215,2020-01-10 15:00:00,8066.68,8088.0,7944.0,7975.0,19589.156
216,2020-01-10 16:00:00,7950.65,8145.41,7930.06,8068.26,25994.476
217,2020-01-10 17:00:00,7965.57,7980.95,7912.95,7950.97,12268.458
218,2020-01-10 18:00:00,8026.36,8125.0,7965.14,7965.46,20542.031
219,2020-01-10 19:00:00,8064.34,8130.0,7968.1,8026.36,16945.229
220,2020-01-10 20:00:00,8078.75,8107.0,8050.0,8062.68,7770.841
221,2020-01-10 21:00:00,8055.28,8140.0,8006.0,8078.34,12510.184
222,2020-01-10 22:00:00,8094.15,8107.0,7985.38,8055.74,7469.093
223,2020-01-10 23:00:00,8207.09,8210.62,8068.9,8095.06,8967.846
224,2020-01-11 00:00:00,8177.01,8210.0,8131.93,8207.2,8671.101
225,2020-01-11 01:00:00,8213.73,8261.33,8173.24,8177.02,9452.454
226,2020-01-11 02:00:00,8211.11,8225.91,8163.13,8212.59,7536.311
227,2020-01-11 03:00:00,8165.85,8213.78,8141.0,8211.1,5513.545
228,2020-01-11 04:00:00,8123.12,8187.0,8107.0,8165.29,5082.763
229,2020-01-11 05:00:00,8087.64,8123.7,8048.0,8123.69,7494.418
230,2020-01-11 06:00:00,8129.84,8134.56,8060.0,8087.64,6057.497
231,2020-01-11 07:00:00,8079.53,8156.0,8065.0,8128.98,7508.993
232,2020-01-11 08:00:00,8056.21,8102.82,8040.6,8079.17,6763.012
233,2020-01-11 09:00:00,8121.0,8135.26,8055.31,8056.25,5597.273
234,2020-01-11 10:00:00,8057.89,8122.06,8047.0,8121.0,5794.987
235,2020-01-11 11:00:00,8049.81,8080.0,8012.29,8058.52,7035.281
236,2020-01-11 12:00:00,8068.52,8073.8,8020.0,8049.26,4414.204
237,2020-01-11 13:00:00,8094.34,8109.0,8049.0,8068.51,6547.572
238,2020-01-11 14:00:00,8057.65,8120.06,8056.83,8094.3,5283.075
239,2020-01-11 15:00:00,8101.69,8108.55,8055.0,8057.89,4048.645
240,2020-01-11 16:00:00,8172.75,8186.23,8070.56,8101.69,10841.977
241,2020-01-11 17:00:00,8160.0,8219.38,8154.0,8174.12,7526.16
242,2020-01-11 18:00:00,8171.84,8192.23,8140.44,8159.99,4441.939
243,2020-01-11 19:00:00,8153.9,8180.13,8140.88,8171.92,3112.589
244,2020-01-11 20:00:00,8163.45,8188.68,8144.0,8153.37,3592.719
245,2020-01-11 21:00:00,8107.43,8292.19,8065.42,8163.09,15630.199
246,2020-01-11 22:00:00,8082.81,8108.52,8030.0,8108.24,11127.536
247,2020-01-11 23:00:00,8020.56,8084.38,8003.87,8083.12,5667.465
248,2020-01-12 00:00:00,8062.17,8078.59,7956.28,8020.58,11033.208
249,2020-01-12 01:00:00,8065.17,8093.03,8038.0,8061.62,3986.708
250,2020-01-12 02:00:00,8096.51,8119.24,8055.01,8066.35,3787.47
251,2020-01-12 03:00:00,8092.1,8113.91,8066.09,8097.8,2926.727
252,2020-01-12 04:00:00,8073.55,8108.53,8072.0,8092.09,1868.194
253,2020-01-12 05:00:00,8108.23,8112.27,8072.01,8074.4,2420.724
254,2020-01-12 06:00:00,8088.39,8155.0,8084.0,8108.06,5951.06
255,2020-01-12 07:00:00,8097.55,8113.0,8083.13,8088.39,2126.894
256,2020-01-12 08:00:00,8141.01,8148.06,8088.3,8099.33,4540.317
257,2020-01-12 09:00:00,8140.08,8166.72,8123.3,8141.22,4608.443
258,2020-01-12 10:00:00,8124.98,8143.97,8101.4,8140.06,3516.916
259,2020-01-12 11:00:00,8117.73,8134.0,8108.0,8124.93,2017.544
260,2020-01-12 12:00:00,8134.59,8158.0,8117.2,8117.7,4492.92
261,2020-01-12 13:00:00,8164.63,8174.58,8126.0,8135.38,3721.265
262,2020-01-12 14:00:00,8140.2,8186.0,8130.0,8166.3,5380.913
263,2020-01-12 15:00:00,8154.42,8172.0,8140.04,8140.11,2847.291
264,2020-01-12 16:00:00,8107.03,8177.52,8100.0,8154.35,5459.538
265,2020-01-12 17:00:00,8101.86,8195.0,8070.13,8107.02,16066.266
266,2020-01-12 18:00:00,8121.09,8130.0,8083.22,8101.86,3944.591
267,2020-01-12 19:00:00,8132.0,8163.46,8120.65,8121.0,4406.132
268,2020-01-12 20:00:00,8138.9,8151.63,8129.96,8131.99,2077.229
269,2020-01-12 21:00:00,8103.58,8146.0,8088.82,8138.9,2450.326
270,2020-01-12 22:00:00,8159.8,8168.06,8099.36,8103.64,3745.939
271,2020-01-12 23:00:00,8186.7,8189.0,8131.85,8159.91,5253.349
272,2020-01-13 00:00:00,8154.95,8200.0,8146.99,8186.22,4971.077
273,2020-01-13 01:00:00,8157.12,8165.08,8140.0,8155.16,1640.788
274,2020-01-13 02:00:00,8118.16,8162.39,8116.0,8157.52,2420.125
275,2020-01-13 03:00:00,8108.23,8129.63,8090.0,8118.16,4528.785
276,2020-01-13 04:00:00,8120.68,8125.91,8092.11,8107.88,2267.657
277,2020-01-13 05:00:00,8098.16,8120.46,8080.0,8120.24,3051.316
278,2020-01-13 06:00:00,8061.3,8118.0,8053.78,8098.32,4163.994
279,2020-01-13 07:00:00,8074.33,8093.6,8057.81,8063.34,2291.96
280,2020-01-13 08:00:00,8130.99,8135.93,8063.92,8075.0,4145.03
281,2020-01-13 09:00:00,8113.37,8135.54,8087.41,8130.04,3164.544
282,2020-01-13 10:00:00,8125.37,8129.85,8093.1,8113.37,1970.063
283,2020-01-13 11:00:00,8080.0,8135.03,8080.0,8125.19,3016.643
284,2020-01-13 12:00:00,8091.91,8095.0,8055.0,8080.0,5217.766
285,2020-01-13 13:00:00,8087.46,8115.05,8076.39,8092.06,3149.256
286,2020-01-13 14:00:00,8089.02,8098.0,8072.0,8087.24,2213.19
287,2020-01-13 15:00:00,8085.86,8104.0,8070.56,8089.02,1908.429
288,2020-01-13 16:00:00,8107.59,8109.85,8072.0,8085.86,3032.162
289,2020-01-13 17:00:00,8098.35,8132.0,8090.0,8109.15,4006.377
290,2020-01-13 18:00:00,8106.99,8109.1,8089.0,8098.35,1531.294
291,2020-01-13 19:00:00,8111.81,8122.0,8102.94,8107.0,1951.397
292,2020-01-13 20:00:00,8157.8,8165.0,8105.67,8111.82,4992.712
293,2020-01-13 21:00:00,8135.48,8160.0,8121.0,8157.79,2969.535
294,2020-01-13 22:00:00,8116.89,8140.47,8096.98,8135.57,3864.106
295,2020-01-13 23:00:00,8113.0,8138.99,8102.0,8116.89,2113.158
296,2020-01-14 00:00:00,8277.35,8322.94,8109.02,8112.99,16749.756
297,2020-01-14 01:00:00,8440.43,8485.0,8275.11,8277.33,25995.768
298,2020-01-14 02:00:00,8438.64,8440.42,8375.0,8440.42,9534.82
299,2020-01-14 03:00:00,8469.84,8482.44,8383.37,8437.51,9016.829
300,2020-01-14 04:00:00,8530.02,8598.27,8469.4,8469.54,16655.604
301,2020-01-14 05:00:00,8487.42,8550.0,8467.74,8530.02,7642.549
302,2020-01-14 06:00:00,8517.67,8522.55,8474.62,8487.41,4909.531
303,2020-01-14 07:00:00,8515.53,8545.0,8500.8,8517.4,4435.898
304,2020-01-14 08:00:00,8518.0,8542.01,8508.0,8514.95,3565.781
305,2020-01-14 09:00:00,8507.88,8567.9,8484.99,8518.0,8212.83
306,2020-01-14 10:00:00,8524.68,8533.0,8476.0,8507.88,6065.125
307,2020-01-14 11:00:00,8530.24,8537.77,8510.0,8524.1,3427.273
308,2020-01-14 12:00:00,8502.74,8629.9,8479.54,8530.24,20155.197
309,2020-01-14 13:00:00,8592.33,8593.64,8502.64,8504.05,9369.633
310,2020-01-14 14:00:00,8698.64,8749.0,8562.02,8592.31,26904.246
311,2020-01-14 15:00:00,8686.0,8770.0,8637.0,8697.33,14997.034
312,2020-01-14 16:00:00,8684.83,8708.0,8520.0,8686.0,24556.857
313,2020-01-14 17:00:00,8791.09,8833.55,8680.0,8684.81,25628.269
314,2020-01-14 18:00:00,8780.0,8864.99,8680.0,8790.85,18925.539
315,2020-01-14 19:00:00,8776.62,8782.62,8700.0,8779.9,7347.103
316,2020-01-14 20:00:00,8700.0,8776.61,8685.0,8776.61,4969.158
317,2020-01-14 21:00:00,8746.52,8775.0,8678.01,8700.25,5231.191
318,2020-01-14 22:00:00,8747.09,8799.0,8730.0,8744.84,4359.367
319,2020-01-14 23:00:00,8825.0,8893.0,8732.0,8746.37,12122.623
320,2020-01-15 00:00:00,8781.05,8918.5,8710.0,8825.0,21244.984
321,2020-01-15 01:00:00,8787.66,8811.7,8725.0,8783.7,9582.429
322,2020-01-15 02:00:00,8822.18,8841.0,8775.0,8787.65,6526.397
323,2020-01-15 03:00:00,8730.41,8825.0,8730.41,8821.99,7043.57
324,2020-01-15 04:00:00,8605.95,8745.0,8576.46,8730.08,17965.48
325,2020-01-15 05:00:00,8618.36,8671.89,8570.52,8605.61,8658.678
326,2020-01-15 06:00:00,8685.54,8696.88,8612.59,8618.02,6166.101
327,2020-01-15 07:00:00,8631.59,8691.97,8622.84,8685.56,5554.995
328,2020-01-15 08:00:00,8642.31,8678.0,8610.68,8631.38,5855.355
329,2020-01-15 09:00:00,8759.99,8788.0,8640.0,8642.31,7598.086
330,2020-01-15 10:00:00,8801.66,8811.0,8724.84,8759.99,11415.259
331,2020-01-15 11:00:00,8738.06,8805.66,8731.0,8801.67,7181.974
332,2020-01-15 12:00:00,8771.69,8800.0,8727.0,8738.06,8946.68
333,2020-01-15 13:00:00,8893.74,8921.2,8771.69,8771.69,13950.037
334,2020-01-15 14:00:00,8860.0,8904.56,8756.02,8893.74,21001.603
335,2020-01-15 15:00:00,8768.17,8871.51,8744.39,8859.88,15742.605
336,2020-01-15 16:00:00,8783.71,8824.93,8680.42,8768.17,15217.194
337,2020-01-15 17:00:00,8801.77,8808.0,8732.73,8783.72,7863.143
338,2020-01-15 18:00:00,8753.0,8802.42,8720.04,8801.16,7870.598
339,2020-01-15 19:00:00,8766.5,8789.0,8750.0,8753.0,4613.866
340,2020-01-15 20:00:00,8820.14,8848.0,8742.78,8766.5,7844.485
341,2020-01-15 21:00:00,8833.85,8866.3,8796.74,8819.89,7103.705
342,2020-01-15 22:00:00,8864.81,8869.6,8810.0,8836.1,3920.508
343,2020-01-15 23:00:00,8825.3,8884.98,8800.0,8866.12,8766.105
344,2020-01-16 00:00:00,8766.48,8868.21,8716.34,8825.35,12573.928
345,2020-01-16 01:00:00,8672.6,8777.14,8622.0,8766.8,12857.502
