Datetime,close,high,low,open,volume,log_returns,volatility_10,vol_adj_returns,EMA_50,EMA_200,RSI_14,MACD,MACD_Signal,ATR_14,SAR,SLOPE_14,ADX_14,OBV,regime,regime_smoothed,regime_change,block_id,regime_label
2025-01-01 21:00:00+00:00,94691.7734375,94924.4296875,94503.359375,94603.9765625,88678400,0.0009327360207227326,0.0020690792016837935,0.4507976398214638,93666.44477714169,93496.80152045583,72.11665478180564,268.15436341160967,152.11084381597368,424.46875,93322.37338906326,84.4609375,0.0,-177885184.0,2.0,2,0,1,Neutral
2025-01-01 22:00:00+00:00,94622.265625,94786.71875,94533.0625,94786.71875,146216960,-0.0007343123200741566,0.0020150452357292057,-0.3644148067020556,93703.92794764593,93508.00016826224,77.31760429885165,290.1790818971058,179.72449143220013,416.89174107142856,93482.57901890694,97.30524553571429,0.0,-324102144.0,2.0,2,0,1,Neutral
2025-01-01 23:00:00+00:00,94443.5234375,94712.3515625,94395.4921875,94614.9375,0,-0.0018907941160387976,0.0021963943294534714,-0.8608627743585933,93732.93169234609,93517.30885750838,73.72485868279216,289.8693953042821,201.75347220661655,407.84877232142856,93626.76408576625,88.62611607142857,0.0,-324102144.0,2.0,2,0,1,Neutral
2025-01-02 00:00:00+00:00,94888.75,95117.125,94282.609375,94390.2734375,1155358720,0.004703132488687191,0.0025212860273063774,1.8653704648146545,93778.25790048938,93530.95503803069,79.92422049730298,321.84005728650664,225.7707892225946,452.0279017857143,93756.53064593962,126.92745535714286,0.0,831256576.0,2.0,2,0,1,Neutral
2025-01-02 01:00:00+00:00,94690.9765625,95289.4765625,94599.0,94901.375,706025472,-0.002086441549761725,0.0026184691696264557,-0.7968173060671826,93814.05078919568,93542.49754076173,73.6398091724841,327.4438053376798,246.10539244561164,468.95982142857144,93919.80196842687,101.70368303571429,0.0,125231104.0,2.0,2,0,1,Neutral
2025-01-02 02:00:00+00:00,94989.6015625,94989.6015625,94660.125,94679.5859375,927115264,0.00314871717153494,0.0022679624894960102,1.3883462297626679,93860.15081952135,93556.89658575415,73.17106013560611,351.9245902172406,267.26923199993746,459.4095982142857,94111.5564115971,97.9453125,0.0,1052346368.0,2.0,2,0,1,Neutral
2025-01-02 03:00:00+00:00,94851.8125,95086.6328125,94754.140625,95026.0078125,77477888,-0.0014516230547092705,0.002414602282295642,-0.6011851580497823,93899.03951287347,93569.78132121929,68.19508083916979,356.1024356047419,285.0358727208984,458.1796875,94276.46523272351,76.13950892857143,0.0,974868480.0,2.0,2,0,1,Neutral
2025-01-02 04:00:00+00:00,95519.7734375,95824.390625,94841.3828125,94841.3828125,1094555648,0.007017472437901128,0.00307319611217557,2.2834443952661827,93962.59770599609,93589.18422784895,72.74509983178527,408.60216206952464,309.7491305906237,477.63671875,94418.28681889221,111.06919642857143,41.00672178473152,2069424128.0,2.0,2,0,1,Neutral
2025-01-02 05:00:00+00:00,95406.140625,95617.234375,95231.1953125,95515.953125,621803520,-0.0011903342348797987,0.00310859202751185,-0.3829174830100027,94019.20723223154,93607.26339597981,68.18646566482785,436.01326571492245,335.00195761548343,472.72265625,94643.26342786946,85.36272321428571,45.727359169243314,1447620608.0,2.0,2,0,1,Neutral
2025-01-02 06:00:00+00:00,95419.859375,95502.484375,95261.5390625,95437.3515625,596092928,0.00014378281810280256,0.0031051623972071004,0.04630444392606526,94074.13476724207,93625.29917686559,76.36992646786344,453.6147626939346,358.72451863117374,455.06417410714283,94832.24377941035,111.1875,50.73435655550421,2043713536.0,2.0,2,0,1,Neutral
2025-01-02 07:00:00+00:00,95696.8125,95725.3359375,95389.4296875,95430.0,531888128,0.002898264354946899,0.0031718241404388543,0.9137531674583618,94137.76918813454,93645.9112497326,78.04553547714373,484.3288371054514,383.84538232602927,453.83314732142856,94990.98727470469,127.27790178571429,56.31641621121046,2575601664.0,2.0,2,0,1,Neutral
2025-01-02 08:00:00+00:00,96006.9765625,96027.1015625,95525.96875,95693.1171875,891936768,0.003235870659177962,0.003171335051237591,1.020349665644816,94211.07143810966,93669.40443692432,78.74052500351257,527.6155860078725,412.59942306239793,463.50279017857144,95124.33181075194,134.69587053571428,61.58372707514497,3467538432.0,2.0,2,0,1,Neutral
2025-01-02 09:00:00+00:00,96575.53125,96615.1953125,95936.625,96000.2109375,641605632,0.005904548089888902,0.003215896699901944,1.8360502966618728,94303.79535230144,93698.32112163154,80.31227602024501,600.871782173519,450.2538948846221,466.11328125,95286.8303660666,153.40345982142858,65.51093290174956,4109144064.0,2.0,2,0,1,Neutral
2025-01-02 10:00:00+00:00,96609.0390625,96621.6328125,96447.2734375,96606.1171875,892618752,0.0003468994732013589,0.0031381223806471892,0.1105436407900116,94394.19706642689,93727.28348920237,79.48954178690242,654.0916840733844,491.02145272237465,462.7505580357143,95552.50335535328,143.25334821428572,69.2985447463224,5001762816.0,2.0,2,0,1,Neutral
2025-01-02 11:00:00+00:00,96619.8828125,96741.953125,96396.0390625,96607.453125,399349760,0.0001122373390708264,0.002904124409768381,0.038647565749353664,94481.47886039055,93756.06557202125,79.01157651218779,689.1991806151927,530.6569983009383,457.3822544642857,95766.32924678262,137.72209821428572,72.32081937496481,5401112576.0,2.0,2,0,1,Neutral
2025-01-02 12:00:00+00:00,96775.15625,96775.15625,96539.5234375,96624.1953125,377077760,0.001605764776768077,0.0028781634280548615,0.5579129944866595,94571.42699331642,93786.10627528472,81.57874230499493,721.23741730045,568.7730821008407,456.09486607142856,95961.4540224261,153.77790178571428,74.26516209926363,5778190336.0,2.0,2,0,1,Neutral
2025-01-02 13:00:00+00:00,96568.4296875,96788.125,96568.1015625,96759.453125,475312128,-0.002138438058611839,0.0029726728314434497,-0.7193654262899396,94649.74082446088,93813.79108535653,80.91447224849058,721.6283622270712,599.3441381260868,449.17801339285717,96124.19446794088,151.77901785714286,75.88053940714651,5302878208.0,2.0,2,0,1,Neutral
2025-01-02 15:00:00+00:00,96414.7265625,96484.8828125,96163.1875,96299.859375,5951502336,-0.0015929178534238794,0.0025010430757449456,-0.6369014068058074,94718.95595144281,93839.67104035299,74.25861113940023,701.4497551214154,619.7652615251525,418.515625,96788.125,108.99832589285714,76.0997483004696,-648624128.0,2.0,2,0,1,Neutral
2025-01-02 16:00:00+00:00,97162.8203125,97532.421875,96083.0234375,96379.828125,2202808320,0.007729176098605938,0.0031627757532968707,2.4437951664923006,94814.79376952349,93872.7372022649,83.44354480688328,737.323570008768,643.2769232218756,472.72433035714283,96163.1875,176.56026785714286,76.19691475034708,1554184192.0,0.0,2,0,1,Neutral
2025-01-02 17:00:00+00:00,96535.5625,97454.5390625,96278.453125,97162.1015625,1702432768,-0.00647666744589364,0.004105959588328915,-1.5773821701273927,94882.27489620884,93899.23297637173,69.20839845077121,706.9896271711332,656.0194640117271,533.1964285714286,96190.5721875,110.42578125,76.48827439315644,-148248576.0,0.0,2,0,1,Neutral
2025-01-02 18:00:00+00:00,97160.09375,97171.3671875,96424.5078125,96638.109375,1314185216,0.006448605263794956,0.0044146204394033125,1.4607383244631922,94971.60112576927,93931.67935222872,75.58547137329883,724.9870123875589,669.8129736868934,562.7940848214286,96217.40918125,164.87723214285714,76.71959004229132,1165936640.0,0.0,2,0,1,Neutral
2025-01-02 19:00:00+00:00,97246.359375,97624.875,97123.53125,97231.53125,787099648,0.0008874770284146759,0.004375341705636265,0.20283604987273066,95060.80733162146,93964.66124300257,71.9710661886782,737.7071559344477,683.3918101364043,528.3895089285714,96243.709435125,123.32756696428571,76.51745456603435,1953036288.0,0.0,0,1,2,Bull
2025-01-02 20:00:00+00:00,97290.2890625,97721.2265625,97223.734375,97223.734375,684269568,0.00045163406072371676,0.004064042257139181,0.11112927281460835,95148.23798773435,93997.75206707718,74.40908143209067,742.7705237454502,695.2675528582134,536.3504464285714,96298.95605772,134.58203125,76.38028784479583,2637305856.0,0.0,0,0,2,Bull
2025-01-02 21:00:00+00:00,97119.1796875,97243.9765625,96951.7890625,97230.0546875,0,-0.0017602992311459005,0.004140448723893856,-0.42514697042074207,95225.5298190977,94028.81104837492,71.15206208123851,724.6231777427311,701.138677835117,543.3186383928571,96384.2922880068,121.38002232142857,75.20201671878802,2637305856.0,0.0,0,0,2,Bull
2025-01-02 22:00:00+00:00,96845.9296875,97117.28125,96660.859375,97117.28125,0,-0.0028175188996075284,0.004274514442942043,-0.659143614372326,95289.07491197623,94056.84207961,64.31668065042993,680.3496368261549,696.9808696333247,552.0625,96464.5083444764,82.07979910714286,72.2791861990592,2637305856.0,0.0,0,0,2,Bull
2025-01-02 23:00:00+00:00,96876.2421875,96952.7265625,96711.765625,96822.2890625,0,0.00031294817680391256,0.0042478726297743115,0.07367174208811893,95351.31676591835,94084.8958120268,61.641869127587,640.327208622839,685.6501374312276,533.4787946428571,96539.91143755782,62.090401785714285,68.93425269666682,2637305856.0,0.0,0,0,2,Bull
2025-01-03 00:00:00+00:00,96764.8203125,96959.9296875,96738.28125,96890.0078125,0,-0.0011508084686004275,0.0042011570046673885,-0.2739265557849673,95406.748277549,94111.5617274544,52.88882741912023,592.7850744621392,667.0771248374099,500.84151785714283,96610.79034505435,13.520647321428571,64.62580142115975,2637305856.0,0.0,0,0,2,Bull
2025-01-03 01:00:00+00:00,96892.859375,96911.28125,96573.2265625,96743.2421875,0,0.0013223238176085599,0.004163655357776085,0.3175872410138304,95465.02714411571,94139.23633091258,54.21003715318096,558.9955204962171,645.4608039691714,512.5340401785714,97721.2265625,20.272879464285715,59.84555803670777,2637305856.0,0.0,0,0,2,Bull
2025-01-03 02:00:00+00:00,96938.0078125,97193.296875,96775.8359375,96884.7578125,0,0.0004658539578512173,0.0033067548375603664,0.14087949688913487,95522.79109189549,94167.08480336619,54.671353315834885,529.7534886654175,622.3193409084206,517.64453125,97698.2665625,22.723214285714285,55.796476119178344,2637305856.0,0.0,0,0,2,Bull
2025-01-03 03:00:00+00:00,96948.3515625,96991.4921875,96798.9296875,96890.1953125,0,0.00010669909985584735,0.0024763716774807744,0.04308686810874565,95578.69542407607,94194.75909947697,52.65626160744027,501.63113052259723,598.181698831256,514.5680803571429,97675.7657625,12.37109375,51.6724060264135,2637305856.0,0.0,0,0,2,Bull
2025-01-03 04:00:00+00:00,96724.8828125,96971.703125,96711.546875,96971.703125,0,-0.002307689546192885,0.0014429088780131666,-1.59933144868475,95623.6439491123,94219.93445980556,52.38723059317185,456.05478291185864,569.7563156473765,517.4347098214286,97653.7149785,11.175223214285714,46.662711969844395,2637305856.0,0.0,0,0,2,Bull
2025-01-03 05:00:00+00:00,96672.328125,96779.859375,96535.84375,96730.7109375,0,-0.0005434896246835834,0.0013644715133358527,-0.39831511275370113,95664.76881875496,94244.33638682243,54.055789398587436,410.95721603264974,537.9964957244312,505.9185267857143,97632.10521017999,18.400111607142858,43.85959999237342,2637305856.0,0.0,0,0,2,Bull
2025-01-03 06:00:00+00:00,96498.9765625,96814.1484375,96494.9921875,96668.7578125,0,-0.001794796689033547,0.001358462756986914,-1.3211968306105253,95697.48284792145,94266.77061742618,37.23860557601389,357.11247669956356,501.8196919194576,425.1869419642857,97588.2547517728,-47.417410714285715,39.379281854478435,2637305856.0,0.0,0,0,2,Bull
2025-01-03 07:00:00+00:00,96270.5703125,96526.0078125,96247.84375,96493.265625,154279936,-0.00236973485272997,0.0014178705965628242,-1.6713336594147856,95719.95686614022,94286.70892284981,43.98328325167717,292.6363279149664,459.9830191185594,361.04966517857144,97522.65899791643,-18.928013392857142,35.650913392528494,2483025920.0,2.0,0,0,2,Bull
2025-01-03 08:00:00+00:00,96057.6875,96445.203125,96049.7109375,96253.109375,0,-0.002213745414847422,0.0013366119677947622,-1.6562364157937455,95733.20120472295,94304.3306002344,19.214859805743913,221.80383510178945,412.3471823152055,335.95200892857144,97420.67377808312,-78.74330357142857,32.46680184873314,2483025920.0,2.0,0,0,2,Bull
2025-01-03 09:00:00+00:00,96527.796875,96587.1328125,96042.515625,96042.515625,0,0.00488209493331432,0.002240937384899583,2.1785949782497327,95764.36181924363,94326.45464276939,33.476217509719234,201.28221583103004,370.1341890183704,339.04296875,97283.57749402481,-51.325892857142854,30.850125918156753,2483025920.0,2.0,0,0,2,Bull
2025-01-03 10:00:00+00:00,96425.109375,96560.1640625,96349.6171875,96499.3203125,0,-0.0010643789895710015,0.0022377142332597765,-0.47565456471198914,95790.27348809682,94347.3367794085,30.62815960256792,174.71861422767688,331.0510740602317,318.546875,97134.65006974184,-61.798549107142854,29.680605670574632,2483025920.0,2.0,2,1,3,Neutral
2025-01-03 11:00:00+00:00,96720.28125,96736.3671875,96417.7578125,96418.6640625,0,0.0030564757858026733,0.0024399183874998934,1.2526959104294249,95826.74438072047,94370.94816717558,41.538538024294446,175.46205468969129,299.93327018612365,317.12611607142856,97003.59393637281,-28.492745535714285,27.864690151372596,2483025920.0,2.0,2,0,3,Neutral
2025-01-03 12:00:00+00:00,96602.8046875,96842.6328125,96602.8046875,96688.0703125,0,-0.001215339351637168,0.002448509476272268,-0.4963588515440262,95857.17811824124,94393.155694741,44.477883141218555,164.67360499822826,272.88133714854456,301.51953125,96888.26453900807,-17.366071428571427,25.641404122270703,2483025920.0,2.0,2,0,3,Neutral
2025-01-03 13:00:00+00:00,96469.640625,96735.3359375,96429.7109375,96593.921875,0,-0.0013794209049340757,0.0024630106772860036,-0.5600547807831927,95881.19625576118,94413.81723633561,41.17704896911586,143.7217194280238,247.04941360444042,306.13839285714283,96786.7746693271,-29.04296875,24.383943357774967,2483025920.0,2.0,2,0,3,Neutral
2025-01-03 14:00:00+00:00,96973.125,97248.8984375,96452.2890625,96452.2890625,0,0.00520552433483589,0.0029469971050342064,1.7663825749755764,95924.01699082938,94439.28298522781,53.86280333212604,165.83256583964976,230.8060440514823,347.20703125,96042.515625,14.87890625,23.18528621875788,2483025920.0,2.0,2,0,3,Neutral
2025-01-03 15:00:00+00:00,97528.328125,97528.328125,96727.453125,96945.4765625,0,0.0057090024166229995,0.0033886382931151513,1.6847482448103819,95986.93115295372,94470.01975278773,60.172535405025485,225.5557567223732,229.7559865856605,380.265625,96066.64328125,45.390625,23.744583459393898,2483025920.0,2.0,2,0,3,Neutral
2025-01-03 16:00:00+00:00,97813.875,98314.1171875,97381.0703125,97465.0859375,90247168,0.0029235574680449134,0.0033019578465145116,0.8854012085983984,96058.57600970063,94503.29194430228,63.01881446351722,292.5556626080215,242.31592179013273,417.0931919642857,96125.110675,62.561941964285715,24.77760976728282,2573273088.0,2.0,2,0,3,Neutral
2025-01-03 17:00:00+00:00,97985.1796875,98185.390625,97809.4453125,97824.953125,0,0.0017498014122883118,0.0030317696416223686,0.5771551335120413,96134.12909510454,94537.93759348833,64.70756423214002,355.3798298961192,264.92870341133005,430.1919642857143,96256.45106575,74.05915178571429,25.86939737589486,2573273088.0,2.0,2,0,3,Neutral
2025-01-03 18:00:00+00:00,98460.96875,98618.9921875,97969.484375,97993.9453125,0,0.0048439737466318186,0.002816383163679932,1.7199271069006832,96225.37770902201,94576.97272937403,72.9815315436436,438.5058140403853,299.6441255371411,458.00279017857144,96379.911033055,124.00613839285714,28.067334918393925,2573273088.0,2.0,2,0,3,Neutral
2025-01-03 19:00:00+00:00,98535.625,98917.234375,98500.7734375,98510.5625,198766592,0.0007579446136899568,0.0027245694919504834,0.27818876190504294,96315.97564200153,94616.36230420612,74.52200484472611,504.5912766714755,340.633555764008,473.1635044642857,96559.0375254106,133.09263392857142,30.470003062810147,2772039680.0,2.0,2,0,3,Neutral
2025-01-03 20:00:00+00:00,98351.0625,98727.5703125,98308.09375,98571.3359375,24096768,-0.0018748098858646924,0.0028375014605927303,-0.6607256108594426,96395.78296976618,94653.52350018418,74.30274922755501,535.8943738705129,379.685719385309,480.32924107142856,96794.85721036955,132.29185267857142,33.728909500187214,2747942912.0,2.0,2,0,3,Neutral
2025-01-03 21:00:00+00:00,98252.515625,98382.8046875,98169.4140625,98304.9453125,172720128,-0.0010024932831139658,0.002953957175498535,-0.3393729913991649,96468.59601506947,94689.33436709778,76.92431784171593,546.4512449082977,413.0388244899068,475.7025669642857,97007.0949268326,141.56752232142858,36.58210401003509,2575222784.0,2.0,2,0,3,Neutral
2025-01-03 22:00:00+00:00,98270.5,98463.9453125,98249.5703125,98255.71875,0,0.0001830256369007572,0.0028381888886847206,0.06448677099344692,96539.2589164393,94724.96785598238,81.74140682433523,549.9295840984851,440.4169764116225,462.765625,97198.10887164934,158.05803571428572,39.69374553405424,2575222784.0,2.0,2,0,3,Neutral
2025-01-03 23:00:00+00:00,98101.703125,98322.1875,98047.40625,98272.203125,0,-0.0017191528524596815,0.002881009965717512,-0.5967188149005686,96600.53123834365,94758.56721189301,74.71295387634936,532.9224970355426,458.91808053640653,443.4916294642857,97370.0214219844,112.421875,40.630255598120776,2575222784.0,2.0,2,0,3,Neutral
2025-01-04 00:00:00+00:00,97915.6953125,98216.8828125,97894.2734375,98167.5703125,596103168,-0.0018978710034387222,0.0027887555334963265,-0.6805440565309495,96652.10630007529,94789.9814218493,72.80790886160688,498.6864352678531,466.8717514826959,451.49609375,97524.74271728596,106.47042410714286,40.5649988921727,1979119616.0,2.0,2,0,3,Neutral
2025-01-04 01:00:00+00:00,98001.75,98030.375,97812.8671875,97915.546875,306081792,0.0008784791257047054,0.002240663285969391,0.39206208768875506,96705.03350399391,94821.9393181493,70.94876602179322,473.04503504796594,468.10640819574996,444.27455357142856,97663.99188305736,91.53348214285714,41.59957916792639,2285201408.0,2.0,2,0,3,Neutral
2025-01-04 02:00:00+00:00,98221.453125,98231.828125,97820.484375,97997.0546875,0,0.00223931944143653,0.002167137670385086,1.0333074229837083,96764.5009401118,94855.76532617769,75.60500564779045,465.09096752469486,467.50332006153894,456.52566964285717,97789.31613225162,115.61774553571429,44.1957113436297,2285201408.0,2.0,2,0,3,Neutral
2025-01-04 03:00:00+00:00,98197.2578125,98265.53125,98017.0625,98265.53125,0,-0.00024636464119829905,0.0021220768681419785,-0.1160960024101332,96820.68748412702,94889.01400763362,78.30455540338167,451.6288558751403,464.32842722425926,452.44308035714283,97902.10795652647,123.40122767857143,46.76273533424637,2285201408.0,2.0,2,0,3,Neutral
2025-01-04 04:00:00+00:00,97940.3828125,98143.5078125,97858.0078125,98143.5078125,0,-0.0026193355446509866,0.0015485778960026807,-1.6914457783571852,96864.59710484753,94919.37588628902,67.24027972339579,415.4433968234953,454.5514211441065,419.77455357142856,98917.234375,69.08984375,49.06385963343796,2285201408.0,2.0,2,0,3,Neutral
2025-01-04 05:00:00+00:00,98099.109375,98153.2421875,97958.8984375,97958.8984375,0,0.001619332874348682,0.0016488949092631799,0.9820716076273728,96913.00935073587,94951.01502548018,61.84807991696938,395.0205162636703,442.64524016801926,377.7734375,98896.04984375,40.770089285714285,49.67460791586403,2285201408.0,2.0,2,0,3,Neutral
2025-01-04 06:00:00+00:00,98086.8515625,98147.46875,98009.703125,98098.28125,0,-0.00012496115886557026,0.0015711996882184249,-0.07953232157731846,96959.04237864818,94982.21737908239,56.391513834469286,373.5401944146579,428.824231017347,320.96763392857144,98875.28900312501,19.498325892857142,47.477766787693156,2285201408.0,2.0,2,0,3,Neutral
2025-01-04 07:00:00+00:00,98209.8671875,98274.1640625,98065.9140625,98085.578125,0,0.0012533642119679465,0.001615505318038381,0.7758341603541347,97008.0943319365,95014.3332975741,55.382582591575016,362.2672263629793,415.51283008647346,308.98939732142856,98854.9433793125,16.049107142857142,45.68124695042076,2285201408.0,2.0,2,0,3,Neutral
2025-01-04 08:00:00+00:00,97913.0546875,98247.875,97913.0546875,98222.953125,0,-0.0030268030250336655,0.0018651105628699777,-1.6228544759170251,97043.58297333114,95043.17629647885,35.64313466994747,325.6293770192133,397.5361394730214,286.51171875,98835.00466797626,-39.13671875,43.45295403932625,2285201408.0,2.0,2,0,3,Neutral
2025-01-04 09:00:00+00:00,97653.546875,97962.671875,97606.8515625,97883.5546875,0,-0.002653908824319586,0.0019614863011643167,-1.353009104750951,97067.50312633776,95069.15013308106,28.928371468030306,272.51215528811736,372.5313426360406,279.33705357142856,98815.46473086673,-63.005580357142854,42.706874343987515,2285201408.0,2.0,2,0,3,Neutral
2025-01-04 10:00:00+00:00,97761.0390625,97814.53125,97612.3984375,97652.171875,0,0.0011001450871844036,0.001945989715859876,0.5653396203577992,97094.70061403039,95095.9350975529,35.366312077350855,236.36542210519838,345.2981585298722,263.8125,98767.12020413206,-42.14453125,42.06790228997651,2285201408.0,2.0,2,0,3,Neutral
2025-01-04 11:00:00+00:00,97864.296875,97877.1953125,97701.7421875,97759.40625,0,0.0010556692117069692,0.0019572507381970133,0.5393632972541035,97124.88085955862,95123.48098588572,40.39389440475085,213.58879941652413,318.9562867072026,261.10267857142856,98720.70945846678,-27.729910714285715,40.32238501417295,2285201408.0,2.0,2,0,3,Neutral
2025-01-04 12:00:00+00:00,97855.609375,97961.0234375,97771.9921875,97852.328125,0,-8.877482287989866e-05,0.0017724836749136142,-0.05008498760036551,97153.536879772,95150.66634299133,39.68647313348197,192.61678677536838,293.68838672083575,259.2924107142857,98676.15514262811,-29.635044642857142,37.81340199769571,2285201408.0,2.0,2,0,3,Neutral
2025-01-04 13:00:00+00:00,97961.4765625,98046.15625,97743.984375,97864.078125,0,0.001081286623258375,0.0018317680365108498,0.5902966978930415,97185.22078889859,95178.63460388198,46.40160703760581,182.43590536960983,271.4378904505906,261.24888392857144,98633.38299942299,-10.016183035714286,34.99190297164036,2285201408.0,2.0,2,0,3,Neutral
